T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
⭕,TFLai/Luban-Platypus2-13B-QLora-0.80-epoch,55.34,60.24,82.22,58.03,55.26,75.37,0.91,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,15a99bc147cf9b744cbab7a7c8c5f232cd0c8d10,False,False
🔶,Sao10K/SthenoWriter-L2-13B,55.33,62.29,83.28,56.14,44.72,74.35,11.22,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,0.0,True,a6d9e26ab765eb170cc0aa428ee5e25b08524657,False,False
?,minlik/chinese-alpaca-33b-merged,55.33,59.3,78.43,57.69,52.45,76.09,8.04,,LlamaForCausalLM,Original,float16,False,,33.0,10.0,False,fc2535104c0b48afc42575f9fe10bbcbb7612ec3,False,False
⭕,PulsarAI/2x-LoRA-Assemble-Platypus2-13B,55.33,60.58,82.56,58.25,54.77,74.9,0.91,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,f147bf8428c174d1dc0332da626d4b039690ceab,False,False
⭕,yeontaek/llama-2-13b-Guanaco-QLoRA,55.31,61.09,82.99,55.47,44.12,77.19,10.99,instruction-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,67e68284234538d3851d5c0c334383daffec57a2,False,False
🔶,ewqr2130/mistral-se-inst-ppo,55.3,56.31,79.49,60.91,51.34,78.14,5.61,fine-tuned,Unknown,Original,float16,False,?,7.24,0.0,True,f9d25d717f3972f80336fd15450329e2d8ee3ed4,False,False
🔶,Xwin-LM/Xwin-LM-13B-V0.1,55.29,62.54,82.8,56.53,45.96,74.27,9.63,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,58.0,True,32938856dc3d713dcba706aded7c82791b6ff647,False,False
🟢,codellama/CodeLlama-34b-hf,55.28,54.18,75.82,54.92,39.11,73.32,34.34,pretrained,LlamaForCausalLM,Original,float16,False,llama2,33.74,148.0,True,c778b02fdecd4663d2b0a42bfb340fd29969533b,False,False
🔶,CHIH-HUNG/llama-2-13b-OpenOrca_20w,55.28,59.9,82.51,56.3,43.14,77.19,12.66,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,f01882672e89b164f76093cf3bd26cfc6ecf72ed,False,False
🔶,OpenBuddy/openbuddy-llama2-13b-v11.1-bf16,55.28,51.79,76.23,56.13,49.7,73.48,24.34,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,,13.0,19.0,False,76fb7d00836eb2f1d9c9605d8881d73b782cf324,False,False
🔶,elinas/chronos-13b-v2,55.25,58.7,82.52,53.39,50.55,75.06,11.3,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,19.0,True,e5d411138e72370c5613dfea0f66ded99f6e62f9,False,False
⭕,kyujinpy/SOLAR-Platypus-10.7B-v2,55.25,59.39,83.57,59.93,43.15,81.45,4.02,instruction-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,10.73,3.0,True,39a8673aa6d98a994661200e87cbd4069b8b6aa8,False,False
🔶,Undi95/CreativityEngine,55.25,59.3,82.42,53.55,52.46,74.19,9.55,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,0.0,0.0,True,7870cc50b82b5cbebfa9935b6d73a9d20170299a,True,True
🔶,beaugogh/Llama2-13b-sharegpt4,55.25,61.77,84.53,55.21,45.94,75.22,8.79,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,13.0,0.0,False,294c40349bf0c5377f71d92e7539bf5de3176a74,False,False
🔶,teknium/OpenHermes-13B,55.24,59.81,82.24,56.35,46.01,75.45,11.6,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,13.0,41.0,True,f09d0fe655ad57cce9179b7b40ea6f81e07db18c,False,False
🔶,Aspik101/vicuna-13b-v1.5-PL-lora_unload,55.24,56.91,81.22,56.06,49.76,75.22,12.28,fine-tuned,LlamaForCausalLM,Original,float16,False,other,13.0,1.0,False,5c8aeb722e11d1c7258abd45f9f2840f57976c28,False,False
🔶,shareAI/llama2-13b-Chinese-chat,55.22,60.58,82.19,55.45,45.11,76.64,11.37,fine-tuned,Unknown,Adapter,float16,False,?,13.0,0.0,True,31103acf93479d5c3865fb9b51dcb38e10d8b801,False,False
⭕,TFLai/OrcaMini-Platypus2-13B-QLoRA-0.80-epoch,55.22,60.84,82.56,56.42,53.32,75.93,2.27,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,1f81c0439f60d848e3cbc7f06fcd58b5161a8557,False,False
⭕,chargoddard/Chronorctypus-Limarobormes-13b,55.22,59.9,82.75,58.45,51.9,74.43,3.87,instruction-tuned,LlamaForCausalLM,Original,float16,False,,13.02,12.0,False,75c1bf5f4b40cf61873ff6487ccd3efc4f684330,False,False
🔶,jondurbin/airoboros-l2-13b-3.0,55.21,59.81,83.71,54.86,47.79,76.16,8.95,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,7.0,True,2fcef275782b2c1061cf671d889aea652d13236c,False,False
🔶,Sao10K/Mythical-Destroyer-V2-L2-13B,55.2,59.3,82.66,57.39,57.09,74.74,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,11.0,True,cbc8b2e4a3beafc311b9e61f8fa9f7526a77c360,False,False
🔶,openaccess-ai-collective/minotaur-13b-fixed,55.19,59.04,81.66,50.1,50.36,76.87,13.12,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,13.0,13.0,True,5dac6f7559dba1c6fb59fee18c3e713cc3c83db7,False,False
🔶,decem/Dionysus-Mistral-n1-v1,55.18,60.24,81.6,59.32,47.94,71.35,10.61,fine-tuned,Unknown,Original,bfloat16,False,?,7.24,0.0,True,d60ffacb4671aa412dde58d6c58173296cb0d566,False,False
⭕,qblocks/zephyr_7b_norobots,55.16,56.48,79.64,55.52,44.6,74.11,20.62,instruction-tuned,Unknown,Adapter,float16,False,?,7.0,0.0,True,312485e3c11a5cace45ad04dcf87a89df6e69571,False,False
⭕,yeontaek/Platypus2xOpenOrca-13B-LoRa,55.15,60.75,82.09,58.77,45.15,77.03,7.13,instruction-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,8b2f5d65c03d415b7c43530def622e133e1ef014,False,False
⭕,jondurbin/airoboros-c34b-2.2.1,55.15,54.69,76.84,55.43,51.36,72.53,20.02,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,llama2,34.0,9.0,True,79d9761af231fecbfaf6066d6d405a0f8c04f4ba,False,False
⭕,dfurman/Llama-2-13B-Instruct-v0.2,55.14,60.58,81.96,55.46,45.71,77.82,9.33,instruction-tuned,?,Adapter,bfloat16,False,llama2,13.0,10.0,False,ac4b0962df8430f0b31c76a3d97a61134114c87e,False,False
🔶,ehartford/WizardLM-1.0-Uncensored-Llama2-13b,55.14,55.72,80.34,55.4,51.44,74.66,13.27,fine-tuned,Unknown,Original,bfloat16,False,?,12.85,0.0,True,134cea14627fd875f6f277cad92f988024855478,False,False
🔶,bofenghuang/vigogne-2-13b-instruct,55.14,61.18,83.25,55.92,51.08,77.35,2.05,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.02,14.0,False,ac1f326ea75a28197c4b8e7c015071e8eef64485,False,False
🔶,CalderaAI/13B-Legerdemain-L2,55.13,61.26,83.26,56.0,41.99,75.22,13.04,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,13.0,10.0,True,d6624ce1bcc6b50c86b86e879a8c9822218b84d2,True,False
🔶,PygmalionAI/pygmalion-2-13b,55.12,60.32,82.37,56.02,42.22,78.06,11.75,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,53.0,True,3cdc103995ccd5fc7fd2cb5f51f71b510466f5fc,False,False
🔶,totally-not-an-llm/PuddleJumper-13b,55.11,58.7,81.18,58.25,56.44,72.77,3.34,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,6.0,True,f3a8a475ff0c6ae37ac8ae0690980be11cac731a,False,False
🔶,ehartford/WizardLM-1.0-Uncensored-Llama2-13b,55.1,55.8,80.41,55.59,51.42,74.11,13.27,fine-tuned,Unknown,Original,float16,False,?,12.85,0.0,True,134cea14627fd875f6f277cad92f988024855478,False,False
🔶,wei123602/Llama-2-13b-FINETUNE4,55.09,58.7,81.93,57.21,43.26,76.95,12.51,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,939d06081210fa943c60210a47583f43b60901ad,False,False
🔶,OpenAssistant/llama2-13b-orca-8k-3319,55.09,60.75,81.91,57.06,42.64,77.19,10.99,fine-tuned,LlamaForCausalLM,Original,float16,False,other,13.0,124.0,True,160f58ec85ef25ad935eb583f14c7e8c7f7e7839,False,False
🔶,speechlessai/speechless-llama2-dolphin-orca-platypus-13b,55.09,59.64,82.65,57.9,43.44,77.19,9.7,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,,13.0,1.0,False,fd23b7d052eb7c18ecd2acc1be77c66b7b8d6dad,False,False
🔶,FlagAlpha/Llama2-Chinese-13b-Chat,55.07,55.97,82.05,54.74,48.9,76.16,12.59,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,13.0,251.0,True,cb69cda10a72bc9736b1c10181ac41f28b69ff9b,False,False
🔶,jphme/Llama-2-13b-chat-german,55.07,57.85,81.66,54.45,46.32,76.48,13.65,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,54.0,False,d72667bd92fd6f76835466d302563d213e0b1ee1,False,False
🔶,royallab/PsyOrca2-13b-DARE,55.07,60.58,83.83,55.69,53.27,74.9,2.12,fine-tuned,LlamaForCausalLM,Original,bfloat16,True,other,13.02,0.0,True,4d3b1d7a4a5e243d3b8882abaa4b4a13d0ecbce4,True,False
🔶,CHIH-HUNG/llama-2-13b-dolphin_20w,55.06,59.56,82.55,55.89,42.67,77.27,12.43,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,c75073d7545a4d222f40dc519021c55a81850d75,False,False
🔶,ajibawa-2023/Python-Code-33B,55.06,56.31,81.01,54.22,44.39,75.22,19.18,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-nd-4.0,33.0,7.0,True,cf9a561b57145748455fd3e193d2b0e4ae0a0fce,False,False
🔶,MayaPH/GodziLLa-30B,55.05,61.52,82.13,54.21,55.91,76.16,0.38,fine-tuned,LlamaForCausalLM,Original,float16,True,cc-by-nc-4.0,30.0,9.0,True,aa9912a2ac60abeac28b4566731cd903dcc582ac,False,False
🔶,WizardLM/WizardLM-13B-V1.1,55.05,60.24,81.39,50.92,54.56,75.06,8.11,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,71.0,False,badd80f8a6f46fb15310fedf6d4db54959854897,True,True
⭕,chargoddard/llama-2-16b-nastychat,55.04,57.42,80.59,55.99,53.45,74.66,8.11,instruction-tuned,LlamaForCausalLM,Original,float16,True,,16.19,4.0,False,6fb7f82d486b3eee53d750f83cc7eae434349809,True,False
🔶,royallab/PsyOrca2-13b-DARE,55.03,60.32,83.85,55.62,53.33,74.59,2.5,fine-tuned,LlamaForCausalLM,Original,float16,True,other,13.02,0.0,True,4d3b1d7a4a5e243d3b8882abaa4b4a13d0ecbce4,True,False
🔶,augmxnt/shisa-7b-v1,55.01,56.14,78.63,23.12,52.49,78.06,41.62,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.96,21.0,True,131c2f3bf4955d1e2b6762380132bdd8688c0646,False,False
🔶,duliadotio/dulia-13b-8k-alpha,55.0,60.67,82.0,56.87,42.59,77.19,10.69,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,llama2,13.02,0.0,True,c3bcafd7f6133a7e7c069f8765a99fe84989d926,False,False
⭕,Aspik101/Redmond-Puffin-13B-instruct-PL-lora_unload,55.0,60.92,82.43,55.61,44.26,75.69,11.07,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,13.0,0.0,False,b933009635299bca32c694336aa2007d756a2dda,False,False
🔶,openchat/openchat_v3.2_super,54.99,59.81,82.5,55.9,42.3,75.93,13.5,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,0.0,33.0,True,aab7ce4d48b31a295a0116b61569d8e87a09bb7a,False,False
🔶,ziqingyang/chinese-alpaca-2-13b,54.99,58.7,79.74,55.1,50.22,75.69,10.46,fine-tuned,Unknown,Original,float16,False,?,12.97,0.0,True,576094cbf4988baf88b3bb66678be1db70bd720a,False,False
🔶,prithivida/Asimov-7B-v1,54.98,59.04,80.04,56.35,51.15,73.95,9.33,fine-tuned,MistralForCausalLM,Adapter,4bit,False,mit,7.0,1.0,True,0b33ad0a6dde60156ee6008ff47f7cfa6cd27937,False,False
🔶,lmsys/vicuna-13b-v1.5-16k,54.97,56.74,80.37,55.28,51.96,72.38,13.12,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,206.0,True,277697af19d4b267626ebc9f4e078d19a9a0fddf,False,False
🔶,LLMs/WizardLM-13B-V1.0,54.97,57.25,80.88,52.92,50.55,74.11,14.1,fine-tuned,LlamaForCausalLM,Original,float16,False,gpl-3.0,13.0,4.0,False,f802ea7c01e2da27b0f7091c70d3ecfd8fc042b9,False,False
🔶,Kquant03/Hippolyta-7B-bf16,54.96,60.58,79.98,57.71,55.74,73.95,1.82,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,1.0,True,dfe9982247761c6a54b76803483fe0d412e182f2,False,False
🔶,Kquant03/Medusa-7B-bf16,54.96,60.58,79.98,57.71,55.74,73.95,1.82,fine-tuned,MistralForCausalLM,Original,bfloat16,False,apache-2.0,7.24,0.0,False,dfe9982247761c6a54b76803483fe0d412e182f2,False,False
⭕,mistralai/Mistral-7B-Instruct-v0.1,54.96,54.52,75.63,55.38,56.28,73.72,14.25,instruction-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1275.0,True,7961f5aa9b736bf8e364b2e6f201190f97a27931,False,False
🔶,WebraftAI/synapsellm-7b-mistral-v0.4-preview3,54.94,51.28,74.83,52.93,52.35,73.48,24.79,fine-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,0.0,True,67c0d0fe71c620f0be410a06f58b928f89218639,False,False
⭕,FPHam/Sydney_Overthinker_13b_HF,54.94,58.96,80.85,51.28,45.7,73.95,18.88,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,13.0,True,c4d2617fb452a55ac3a39c64128a98874595adb1,False,False
🔶,TheBloke/wizardLM-13B-1.0-fp16,54.93,57.25,80.88,52.9,50.55,74.11,13.87,fine-tuned,Unknown,Original,float16,False,?,12.85,0.0,True,b79733805e98e668ff9a459975c259881b1b8014,False,False
🔶,adamo1139/Yi-6B-200K-AEZAKMI-v2,54.93,52.99,71.2,63.0,46.79,70.48,25.09,fine-tuned,LlamaForCausalLM,Original,float16,False,other,6.06,1.0,True,0c4dd0e7119bbef9fa5b28b5a581b60822cebaf5,False,False
⭕,adamo1139/Mistral-7B-AEZAKMI-v1,54.92,58.87,82.01,58.72,53.54,75.69,0.68,instruction-tuned,MistralForCausalLM,Original,float16,False,other,7.24,1.0,True,fec4e695e5af743bb49d1976de83fa695be5f105,False,False
?,digitous/13B-Chimera,54.92,57.59,81.5,49.86,52.59,77.27,10.69,,LlamaForCausalLM,Original,float16,False,,13.0,6.0,False,85cfe8e6db2bee804873cfdb48955696cc5b0689,False,False
🟦,meta-llama/Llama-2-13b-chat-hf,54.91,59.04,81.94,54.64,44.12,74.51,15.24,RL-tuned,LlamaForCausalLM,Original,float16,False,,13.02,788.0,False,f848cf15ab9a51ae5735ab28120a9a0773eeb541,False,False
🔶,NewstaR/Morningstar-13b-hf,54.91,59.04,81.93,54.63,44.12,74.51,15.24,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,2605b5b3b0ecba906ac26d39aab40f33c2ec81c9,False,False
🔶,deepse/CodeUp-Llama-2-13b-chat-hf,54.91,59.04,81.93,54.63,44.12,74.51,15.24,fine-tuned,LlamaForCausalLM,Original,float16,False,openrail++,13.0,29.0,True,d4af0b233a5b6a214e96582e103396e99dcf5f95,False,False
🔶,TheBloke/Kimiko-v2-13B-fp16,54.91,61.01,83.32,55.17,40.65,76.8,12.51,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,13.0,3.0,True,0fed305667508e50330e71a2d43e9cee5ea73783,True,False
🔶,The-Face-Of-Goonery/Huginn-13b-FP16,54.89,60.58,82.53,53.71,54.46,73.72,4.32,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,14.0,False,69615d9a8e1547f2407afd3380868a99f780e008,False,False
🔶,garage-bAInd/Platypus2-13B,54.89,61.26,82.56,56.7,44.86,76.87,7.05,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,13.02,17.0,True,b5e926e3d6c03e83c7983e87eb71098b5e80a62e,False,False
🔶,CHIH-HUNG/llama-2-13b-FINETUNE4_addto15k_4.5w-r16-gate_up_down,54.88,58.53,82.27,55.9,40.26,76.95,15.39,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,fdc145fe1b47cdda483535c018e35a5ab249a552,False,False
🔶,Undi95/LewdEngine,54.88,60.49,83.08,54.84,43.63,74.9,12.36,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,0.0,1.0,True,6e918ff9f563552af4ad66f4308f6d040e24af4b,False,False
🔶,Mikael110/llama-2-13b-guanaco-fp16,54.86,60.92,83.18,54.58,44.0,74.9,11.6,fine-tuned,LlamaForCausalLM,Original,float16,True,,13.0,11.0,False,feb7ef47ceca6aec9548264a39622b63fdcb853c,True,False
🔶,openaccess-ai-collective/manticore-13b,54.86,58.7,81.63,50.84,49.17,76.64,12.21,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,113.0,False,aed786b0200251c9962ac200c50f7e367f264b46,False,False
🔶,NousResearch/Redmond-Puffin-13B,54.86,60.41,83.2,55.36,42.12,76.64,11.45,fine-tuned,LlamaForCausalLM,Original,float16,False,['mit'],13.0,109.0,True,12af25fa7ea02c4fc636952ea8b9dc9cf48e35be,False,False
⭕,TFLai/OpenOrcaPlatypus2-Platypus2-13B-QLora-0.80-epoch,54.86,59.81,82.69,56.96,52.92,74.43,2.35,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,5427ceec420f943a0b011a4d96f3efc292306933,False,False
🔶,CausalLM/7B,54.86,50.0,74.58,61.79,50.13,69.69,22.97,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,wtfpl,7.0,116.0,False,3f4f76e2d94308ea6b0edc3de83f18c213a8fde5,False,False
🔶,ajibawa-2023/Code-13B,54.81,57.34,83.28,53.17,42.46,73.56,19.03,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,cc-by-nc-nd-4.0,13.0,11.0,True,91f5a6d5cdf93aeb86dd8965e195d51522957fc6,False,False
🔶,ehartford/Samantha-1.11-CodeLlama-34b,54.8,56.57,75.47,53.51,50.46,73.48,19.33,fine-tuned,Unknown,Original,float16,False,?,33.48,0.0,True,3fd110de9282e52f56f999bf1da1a76425f00e29,False,False
🔶,wei123602/llama-13b-FINETUNE3,54.79,59.3,81.53,57.46,41.63,76.72,12.13,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,bacd035db122dafaf86bf52bb9ca8c613070cc58,False,False
⭕,TFLai/Ensemble5-Platypus2-13B-QLora-0.80-epoch,54.76,59.73,82.66,56.94,52.92,74.43,1.9,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,2af03c3287c60c4ba2fb6afa86c26cf722ab001d,False,False
🔶,WizardLM/WizardLM-13B-V1.2,54.76,59.04,82.21,54.64,47.27,71.9,13.5,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,206.0,True,6760d0c07ffdc2405295ed7a29437cf4dc414bac,False,False
🔶,NousResearch/Redmond-Puffin-13B,54.74,60.49,83.21,54.95,42.08,76.48,11.22,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,['mit'],13.0,109.0,True,12af25fa7ea02c4fc636952ea8b9dc9cf48e35be,False,False
🔶,The-Face-Of-Goonery/Chronos-Beluga-v2-13bfp16,54.74,60.75,81.94,54.08,53.23,73.8,4.62,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,6.0,False,6d50e6681bc26c9bc0c8377c26c438e295ee0c2f,False,False
⭕,Weyaxi/TekniumAiroboros-Nebula-7B,54.74,57.17,81.72,55.25,51.64,73.24,9.4,instruction-tuned,MistralForCausalLM,Original,float16,False,,7.24,0.0,False,ef964d514cc25a600b0de78fc469d1acbec34591,False,False
⭕,TFLai/MythoMix-Platypus2-13B-QLoRA-0.80-epoch,54.74,60.32,83.72,55.74,52.18,75.53,0.91,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,3d91f63d82abd598d5b80d24d74feb6b00b7d80f,False,False
⭕,CalderaAI/13B-Thorns-l2,54.72,62.88,83.57,56.95,49.52,74.51,0.91,instruction-tuned,LlamaForCausalLM,Original,float16,True,,13.0,11.0,False,adc5e7befcc3d0a26f46198fdda4a098a2742fe6,True,False
🔶,Sao10K/Medusa-13b,54.72,58.19,81.35,57.39,51.24,73.32,6.82,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,13.02,0.0,True,be755c9eef8233ca59e0178db75de878f5859222,True,False
🔶,elyza/ELYZA-japanese-Llama-2-13b-instruct,54.72,58.36,82.2,55.65,42.4,75.22,14.48,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,24.0,True,ed15089024f3ecad9a8c4ce1db302cc01aa9f4ee,False,False
⭕,abacusai/Giraffe-beta-13b-32k,54.69,55.63,80.42,53.61,42.58,74.59,21.3,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.02,0.0,False,259f3fe9ebbff7532498f44286f253d56699da6f,False,False
🔶,KoboldAI/LLaMA2-13B-Psyfighter2,54.66,60.07,84.02,55.07,53.0,74.35,1.44,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,13.02,14.0,True,cc51a4e64b0821feda101dc04737486b4ff60735,True,False
🔶,uukuguy/speechless-codellama-34b-v1.9,54.64,54.27,75.2,56.12,43.92,73.56,24.79,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,llama2,34.0,0.0,True,68aad9f8452b2abf7d5415d48c09bd55d5b7ca05,False,False
🔶,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r8-q_k_v_o,54.64,57.25,81.73,55.72,41.53,77.58,14.03,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,209da26cff560ab34064f277190ab63f8c970b93,False,False
⭕,Secbone/llama-2-13B-instructed,54.63,59.39,83.88,55.57,46.89,74.03,8.04,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,e676fbd9015beacfba5d71426beace7605200477,False,False
🔶,CHIH-HUNG/llama-2-13b-FINETUNE5_4w-r16-q_k_v_o,54.63,58.7,81.66,53.87,43.02,76.72,13.8,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,33fd8a46a711ab8c45698dae9601678dfd7b3d33,False,False
🔶,TheBloke/UltraLM-13B-fp16,54.62,57.59,80.2,51.85,51.56,75.85,10.69,fine-tuned,LlamaForCausalLM,Original,float16,True,other,13.0,4.0,True,734f5641f6c548474517d1536c46024517f120e0,True,False
🔶,Sao10K/Chat-Stheno-L2-13B,54.61,58.45,80.96,54.8,43.31,75.37,14.78,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,20419fdd5b4bdcbbf075223c33b396958c48a6cf,False,False
⭕,dhmeltzer/Llama-2-13b-hf-ds_eli5_1024_r_64_alpha_16,54.61,60.41,82.58,55.86,43.61,76.72,8.49,instruction-tuned,Unknown,Adapter,bfloat16,False,?,13.0,0.0,True,891be2d8f205baa04c8a92f6ab1225f0d0c3e5bd,False,False
⭕,TFLai/Nous-Hermes-Platypus2-13B-QLoRA-0.80-epoch,54.6,59.9,83.29,56.69,51.08,75.22,1.44,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,6e49d3d205e7f2e15c01ace0901da8931bbaab3b,False,False
⭕,Weyaxi/Samantha-Nebula-7B,54.58,57.0,82.25,54.21,49.58,73.09,11.37,instruction-tuned,MistralForCausalLM,Original,float16,False,apache-2.0,7.24,1.0,True,a7d4b8a1683e33dd3c60064d7dd9d5c35691323f,False,False
🔶,BAAI/Aquila2-34B,54.57,52.47,81.9,76.03,40.85,75.53,0.61,fine-tuned,LlamaForCausalLM,Original,float16,False,other,34.0,16.0,True,356733caf6221e9dd898cde8ff189a98175526ec,False,False
🔶,gaodrew/OpenOrca-Platypus2-13B-thera-1250,54.56,59.22,81.02,57.04,48.43,73.09,8.57,fine-tuned,LlamaForCausalLM,Original,4bit,False,,13.0,0.0,False,b1c2ebcda387211732e87911e39edca503502a33,False,False
🔶,microsoft/Orca-2-7b,54.55,54.1,76.19,56.37,52.45,73.48,14.71,fine-tuned,LlamaForCausalLM,Original,float16,False,other,7.0,184.0,True,60e31e6bdcf582ad103b807cb74b73ee1d2c4b17,True,True
⭕,KoboldAI/LLaMA2-13B-Holomax,54.52,60.49,82.86,54.67,42.97,74.66,11.45,instruction-tuned,LlamaForCausalLM,Original,float16,True,other,13.02,15.0,True,2c4fddeb097636d6462b7628a8e053ad3ff4678c,True,False
🔶,luffycodes/vicuna-class-shishya-all-hal-13b-ep3,54.51,48.63,80.28,56.4,42.75,73.16,25.85,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,13.0,0.0,True,d773c696778d4f6fe63282d206ed042003346ed1,False,False
🔶,KoboldAI/LLaMA2-13B-Tiefighter,54.51,59.9,84.0,54.98,53.02,74.51,0.68,fine-tuned,LlamaForCausalLM,Original,float16,True,llama2,13.0,49.0,True,0d193a4562d6836724485cb7df6e58ca846bbfeb,True,False
🔶,chansung/gpt4-alpaca-lora-13b-decapoda-1024,54.51,59.39,81.87,47.75,52.59,77.35,8.11,fine-tuned,Unknown,Adapter,float16,False,?,13.0,0.0,True,7aedafea409de07a997d70a84e30242c7b86877c,False,False
🔶,CHIH-HUNG/llama-2-13b-FINETUNE3_3.3w-r16-q_k_v_o_gate_up_down,54.5,59.22,81.52,54.94,42.83,76.87,11.6,fine-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,a759c4fae8dc5fcd264bf58b89b9fd13d06784ae,False,False
🟢,BAAI/Aquila2-34B,54.5,52.65,81.99,76.02,40.8,75.06,0.45,pretrained,LlamaForCausalLM,Original,bfloat16,False,other,34.0,16.0,True,356733caf6221e9dd898cde8ff189a98175526ec,False,False
⭕,yeontaek/Platypus2-13B-LoRa,54.48,60.67,82.5,56.34,43.91,75.93,7.51,instruction-tuned,LlamaForCausalLM,Original,float16,False,,13.0,0.0,False,1450c541cf9e378e81862fabeb234b8e0a2bdf5a,False,False
⭕,hywu/Camelidae-8x7B,54.47,55.63,79.18,50.1,42.86,76.24,22.82,instruction-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,7.0,3.0,True,c12485aa7b31943113d992076cc2d79dce2a73a4,True,True
⭕,TFLai/Limarp-Platypus2-13B-QLoRA-0.80-epoch,54.46,60.49,82.76,56.52,44.14,76.8,6.07,instruction-tuned,Unknown,Original,float16,False,?,13.02,0.0,True,0a8560232ff73ca3c3f8e217b4517fa6c4f55558,False,False
